Date,Close,High,Low,Open,Volume
2011-02-11,0.5379526019096375,0.5549140672512349,0.512739677874671,0.5212203832216731,1359276000
2011-02-14,0.5297010540962219,0.5615610327743731,0.5276381624461561,0.5443703783189933,1287828000
2011-02-15,0.5168653130531311,0.532451457928148,0.5145731750623113,0.530617813112585,886980000
2011-02-16,0.535889744758606,0.5434536271543646,0.5219079946025352,0.5237416945258777,1318364000
2011-02-17,0.5886077284812927,0.5961716108635579,0.5182406484789203,0.5207619790380694,3470096000
2011-02-18,0.5874618291854858,0.5947965216929207,0.5782934908749957,0.5853989366713435,1394412000
2011-02-22,0.5319932103157043,0.5698126224902631,0.53015951038287,0.5682081692037778,1396648000
2011-02-23,0.5067803263664246,0.5370358617139601,0.4992164425295406,0.5319933089211053,1491604000
2011-02-24,0.5191574096679688,0.5280964966818259,0.5056341012028597,0.509301390927735,1246120000
2011-02-25,0.5299302935600281,0.5386401902283119,0.525804509890113,0.5331391999826806,775652000
2011-02-28,0.5193867683410645,0.5388695108345758,0.5074679089664366,0.538640264167497,903696000
2011-03-01,0.4962366223335266,0.52695058990799,0.4962366223335266,0.5203035302910612,988448000
2011-03-02,0.4756077527999878,0.5049464520472494,0.464147336214552,0.4955488721938883,1718140000
2011-03-03,0.4783584773540497,0.4893605159838315,0.4639183392226904,0.4866099926644845,1593704000
2011-03-04,0.4758371114730835,0.4836301865523962,0.47056531253176115,0.4788168262941612,959760000
2011-03-07,0.46919015049934387,0.4808798202416508,0.45727131601455473,0.47927536648243374,1019140000
2011-03-08,0.4481028914451599,0.4767539435081,0.4382468967469503,0.4742326673208404,1947184000
2011-03-09,0.43870532512664795,0.4510825957211731,0.4348087602786431,0.44672761951569656,1318976000
2011-03-10,0.41074180603027344,0.4318289707389012,0.4102833674283392,0.4286200644681205,1722736000
2011-03-11,0.4137215316295624,0.4251819785959183,0.4047824152378838,0.41417997027430137,1486832000
2011-03-14,0.4171595871448517,0.4274739624074673,0.4102833096459852,0.4169303678761667,1003360000
2011-03-15,0.40478238463401794,0.4116586358996701,0.3898838129013113,0.39676006416696347,1256280000
2011-03-16,0.4018026888370514,0.42059779835656164,0.3965308904919155,0.40111505821398236,1476520000
2011-03-17,0.40936657786369324,0.4132631150276115,0.39423881319931026,0.4125754843930858,1238516000
2011-03-18,0.4038655161857605,0.41715963414389745,0.4034071049205333,0.41578437302442334,886960000
2011-03-21,0.4070744812488556,0.41670122786012204,0.40294872489437156,0.412575471505638,751832000
2011-03-22,0.3999689817428589,0.40982494695891813,0.3981353093476258,0.40592841019641823,718332000
2011-03-23,0.4082205295562744,0.4093665714880364,0.39057146194810355,0.3992813860942538,782396000
2011-03-24,0.44076818227767944,0.44581078909409183,0.4160136688403544,0.416930491539449,1780592000
2011-03-25,0.4270155727863312,0.44581067940763236,0.42632794226929493,0.44466463765383546,1196392000
2011-03-28,0.4428309500217438,0.4501656115268552,0.43320417776475834,0.43710071412774354,1204284000
2011-03-29,0.43939289450645447,0.4444354733825361,0.4334334657195799,0.4428310201933911,715764000
2011-03-30,0.4228898584842682,0.4446646812658393,0.4173888411322378,0.44283100881516246,1176320000
2011-03-31,0.4231191575527191,0.42816176489928914,0.4153260818196933,0.4235775962742621,655112000
2011-04-01,0.4171595871448517,0.4290784153168941,0.4114293513418314,0.4286200041033135,850072000
2011-04-04,0.4022611379623413,0.4183057538217755,0.39928142319810644,0.41715971178351574,924328000
2011-04-05,0.40294864773750305,0.4114293508110664,0.4020317979877353,0.40822044499635246,821076000
2011-04-06,0.4001983106136322,0.4063869327336801,0.39676015685382776,0.4059285213403062,856984000
2011-04-07,0.4148675799369812,0.41738888322641243,0.3995106228459078,0.4011150761556386,1021208000
2011-04-08,0.4022611379623413,0.4180765344846045,0.40111509592408157,0.4180765344846045,746552000
