Date,Close,High,Low,Open,Volume
2011-02-11,15.510931015014648,15.523350338163334,15.225300780433988,15.244923140634844,103492404
2011-02-14,15.601588249206543,15.638596339510887,15.400157810940664,15.48212099597901,85034880
2011-02-15,15.502237319946289,15.649771800058904,15.47615872883791,15.580972857212522,83596320
2011-02-16,15.503978729248047,15.560607290513435,15.45132272383662,15.53899912334877,67292640
2011-02-17,15.529809951782227,15.579236423639903,15.406120250918223,15.430212094656966,59092848
2011-02-18,15.649523735046387,15.676844163693762,15.502983104392753,15.548187131254632,128587284
2011-02-22,15.156006813049316,15.521612551913227,15.095402859649868,15.39990866723619,145450404
2011-02-23,15.183574676513672,15.267525554974037,15.001765662538144,15.15898685806186,115468416
2011-02-24,15.121481895446777,15.227537863843345,14.935946421246808,15.185313489020315,108359532
2011-02-25,15.151782989501953,15.268021648921886,15.138371710205169,15.19698796430153,77218704
2011-02-28,15.235237121582031,15.31198496427809,15.101362850761088,15.15079026363648,91168740
2011-03-01,14.921292304992676,15.379790708154154,14.885029129863863,15.344024457407848,132795072
2011-03-02,14.922039031982422,15.051440988275123,14.782949415974434,14.897449319061717,80986932
2011-03-03,15.139861106872559,15.187797744651947,15.02660210394224,15.060878527358273,77734188
2011-03-04,14.917816162109375,15.12545673128336,14.907383589340583,15.109310947733182,120319560
2011-03-07,14.695272445678711,14.994065983660013,14.579530709342631,14.916077249797752,138369492
2011-03-08,14.711418151855469,14.852245586343281,14.659011082595862,14.726817129781066,91304604
2011-03-09,14.698004722595215,14.766059699684622,14.548483489273426,14.678880232858198,85953960
2011-03-10,14.41312026977539,14.570091581936483,14.392008082620583,14.540784401892802,124998876
2011-03-11,14.323955535888672,14.405670735629398,14.240005595998431,14.361459605750678,121158720
2011-03-14,14.157048225402832,14.363198030101575,14.108118680899937,14.226841023280059,112531356
2011-03-15,14.146367073059082,14.182133324867701,13.797153216249088,13.846828618567875,160063776
2011-03-16,13.836892127990723,14.152079422459591,13.692340142453428,14.107868298156385,151788060
2011-03-17,13.942700386047363,14.132457348463438,13.922334058768028,14.020193139715927,115856028
2011-03-18,13.935249328613281,14.107372574175482,13.902464624593781,14.024166610141583,131812056
2011-03-21,14.31873893737793,14.400703070810135,14.132956407833039,14.16276051469271,120715164
2011-03-22,14.339103698730469,14.386543411398701,14.21963645583649,14.337861861080416,75400524
2011-03-23,14.459319114685059,14.466521205822573,14.20697048676967,14.286202007986526,72575352
2011-03-24,14.576798439025879,14.614053569036395,14.375863046757775,14.540535264712796,83864052
2011-03-25,14.399210929870605,14.577294426837557,14.386791606669332,14.576550460063972,114221664
2011-03-28,14.290425300598145,14.529608758746575,14.274280462132955,14.457083346439713,88647264
2011-03-29,14.448637962341309,14.452612410948333,14.232056542631355,14.30631976322162,64127808
2011-03-30,14.451370239257812,14.542274272455556,14.420074415084029,14.51445597241722,56835108
2011-03-31,14.573569297790527,14.608340751148534,14.448884825354858,14.480180647813185,81094824
2011-04-01,14.698749542236328,14.782948408764652,14.623244486008183,14.623244486008183,104423472
2011-04-04,14.596418380737305,14.771769249117552,14.48266246512479,14.728552924054638,82097820
2011-04-05,14.13469409942627,14.442677439787374,14.049998302217888,14.432494748642128,241658100
2011-04-06,14.261116027832031,14.285455858275414,14.10762128610495,14.211441571619739,106625268
2011-04-07,14.405670166015625,14.421566068000784,14.261364263862754,14.299614192118218,101158740
2011-04-08,14.359968185424805,14.527124090813063,14.357485456433675,14.527124090813063,75995928
2011-04-11,14.340347290039062,14.358477931445805,14.231807644442926,14.311287151565045,74253672
2011-04-12,14.172447204589844,14.32892255143512,14.10886264910202,14.28148283365895,83340576
2011-04-13,14.313272476196289,14.346058124562843,14.200759339718083,14.294147987910414,82693224
2011-04-14,14.368661880493164,14.392008808743967,14.20945487385887,14.286201771749077,218033748
2011-04-15,13.181187629699707,13.554989309267649,13.165291727970844,13.543564780634364,561186252
2011-04-18,13.08531379699707,13.10568106948999,12.890589496370701,13.07488217183932,201390408
2011-04-19,12.953428268432617,13.185657597568055,12.937781302710432,13.162558659120036,107256636
2011-04-20,13.057746887207031,13.084820277138668,12.94995309148719,13.06196932515008,122277600
2011-04-21,13.042099952697754,13.121081596411885,12.97478988091976,13.101460179962602,98705196
2011-04-25,13.04085636138916,13.08928898059644,12.965350353857197,13.045823712433734,65166768
2011-04-26,13.233842849731445,13.34859074102322,13.044829842267704,13.07736750599271,139860000
2011-04-27,13.356538772583008,13.36523258347193,13.271843922464264,13.362499972471786,91844064
2011-04-28,13.361756324768066,13.393548129570606,13.265138126041473,13.363991064887717,79920000
2011-04-29,13.514007568359375,13.514007568359375,13.375166891962026,13.41217498144943,168970860
2011-05-02,13.376408576965332,13.55449302733995,13.340642325616349,13.553747167492304,85262652
2011-05-03,13.260419845581055,13.462099227669567,13.154611856778356,13.340893207254302,83176740
2011-05-04,13.307611465454102,13.387338972236051,13.238811564164099,13.292212486350726,84595320
2011-05-05,13.269858360290527,13.39777050127951,13.201059406029174,13.259675668301098,79832088
2011-05-06,13.295439720153809,13.448437539717105,13.292459120224304,13.36622636554214,82161756
2011-05-09,13.354551315307617,13.37467060049906,13.191121877077935,13.287987110796504,77870052
2011-05-10,13.478242874145508,13.522205067609672,13.35107565595024,13.412175589475167,81634284
2011-05-11,13.299164772033691,13.500347214852551,13.255451516470487,13.415652368095184,93458448
2011-05-12,13.289229393005371,13.33617218145927,13.186402017075011,13.293947808177116,57874068
2011-05-13,13.15262508392334,13.31083919591594,13.140205759331769,13.278302477461914,84263652
2011-05-16,12.876182556152344,13.095994438649791,12.826012127433623,13.07215058863841,118209672
2011-05-17,13.175226211547852,13.19410271285334,12.79198676078407,12.801921462569279,132011856
2011-05-18,13.159083366394043,13.171998669045228,13.057001836483623,13.152377252851819,78049872
2011-05-19,13.194847106933594,13.326235795101814,13.156845173085902,13.231606256673537,98649252
2011-05-20,13.015522956848145,13.21322788660514,12.993168930152413,13.208508524403975,92607300
2011-05-23,12.875438690185547,12.915426429430312,12.751500077634388,12.830979578294386,91908000
2011-05-24,12.872210502624512,13.013783792098689,12.86947883818583,12.924617570067657,75924000
2011-05-25,12.907231330871582,12.984226214784371,12.84712430384947,12.849111054864688,52011936
2011-05-26,12.868980407714844,12.968081320139841,12.791239669986073,12.85829984710545,84655260
2011-05-27,12.937780380249023,12.959885468351471,12.823527533855673,12.87767335747906,69762168
