Date,Close,High,Low,Open,Volume
2011-02-11,20.7890567779541,21.216281023572456,20.651734335225722,21.17813654731168,83939700
2011-02-14,20.773794174194336,20.8043109130821,20.560182822452784,20.758535804750455,56766200
2011-02-15,20.689373016357422,20.973315362025897,20.681700204385514,20.750767221880054,44116500
2011-02-16,20.735431671142578,20.773801609932878,20.413119208658316,20.758453048929024,70817900
2011-02-17,20.88123893737793,21.004025963617316,20.651016373582728,20.697060593597897,57207300
2011-02-18,20.766130447387695,20.88124174476146,20.712411939527907,20.819848955247483,68667800
2011-02-22,20.405445098876953,20.796824625433672,20.351726598633366,20.551253502194793,60889000
2011-02-23,20.405445098876953,20.612646283004512,20.282659537257512,20.3594008791995,60234100
2011-02-24,20.54357147216797,20.766119669758655,20.336370366200956,20.44380732616068,64494200
2011-02-25,20.37474250793457,20.681707793311578,20.336372579121925,20.651010679286294,53006300
2011-02-28,20.39776039123535,20.612635746087502,20.344041918451964,20.482175970591303,51379900
2011-03-01,20.075454711914062,20.55124977468086,20.067780432739863,20.41311567698343,60055000
2011-03-02,20.014062881469727,20.236612596808193,19.983367227051513,20.037085720072753,48658200
2011-03-03,20.10614585876465,20.259627005520304,20.090797304973485,20.152190056419478,68271500
2011-03-04,19.914297103881836,20.136845321180914,19.79918439233794,20.121496764479204,70437200
2011-03-07,19.73779296875,20.159869524377562,19.6073331553697,20.05243108389324,64980400
2011-03-08,19.88359832763672,19.96801391871762,19.684071498357465,19.77616136714743,50549800
2011-03-09,19.868253707885742,19.937320757229884,19.69174967677031,19.80686093777085,39789100
2011-03-10,19.499897003173828,19.730119524182903,19.453852791715832,19.661053938855453,66549500
2011-03-11,19.70709800720215,19.83755782515166,19.46152692958403,19.499896861567205,49905800
2011-03-14,19.71476936340332,19.76848784570302,19.4538497661886,19.561286730788005,54473400
2011-03-15,19.48454475402832,19.54593751224969,19.18525524066398,19.246647998885354,76067300
2011-03-16,19.02410888671875,19.400139893413087,18.939693254945908,19.35409420496271,100725400
2011-03-17,19.01643180847168,19.35409135846281,18.993408967632572,19.231305801426164,62497000
2011-03-18,19.031776428222656,19.32339318601866,19.031776428222656,19.231303298367525,85486700
2011-03-21,19.438507080078125,19.630359696922053,19.300372961755407,19.323395802715627,46878100
2011-03-22,19.41548728942871,19.538272866401766,19.36176878246794,19.41548728942871,30895600
2011-03-23,19.599660873413086,19.65337936325711,19.32339268139346,19.3617626130766,43969000
2011-03-24,19.80686378479004,19.852909466784094,19.56896694936466,19.645708288968777,38696700
2011-03-25,19.66105079650879,19.914296114631227,19.638027962599892,19.89894755869196,57029800
2011-03-28,19.499897003173828,19.737793803379084,19.476874165585286,19.691749591921088,48973200
2011-03-29,19.561290740966797,19.58431357969457,19.41548235646256,19.44617947476626,40763500
2011-03-30,19.653369903564453,19.73778400538041,19.56895433803013,19.645695628177844,41999300
2011-03-31,19.48454475402832,19.707094417405052,19.44617482903452,19.64570165918368,63233700
2011-04-01,19.553617477416992,19.591988877290433,19.42315764528578,19.591988877290433,63114200
2011-04-04,19.607332229614258,19.691747829497917,19.499895257921576,19.530592371958893,35433700
2011-04-05,19.783836364746094,20.09080016568436,19.753139252792838,19.81453201298049,73651100
2011-04-06,20.067781448364258,20.190566993927426,19.845233195925704,19.9373216232385,65581400
2011-04-07,20.10614585876465,20.152190056419478,19.929640417603597,20.098471581869067,46134700
2011-04-08,20.00638198852539,20.167538878035444,19.92196640527162,20.08312329478167,39887600
2011-04-11,19.93732261657715,20.144523783933078,19.79918850500653,20.098479567982615,34286300
2011-04-12,19.676401138305664,19.83755807484545,19.607334088891342,19.822209516371355,36920400
2011-04-13,19.66872787475586,19.852907658517776,19.615009381041624,19.68407643402255,38144700
2011-04-14,19.507568359375,19.522916915467547,19.254323038723413,19.507568359375,55239900
2011-04-15,19.46919822692871,19.61500511710906,19.323389873029505,19.538263801176907,65080400
2011-04-18,19.24665641784668,19.400139112396626,18.970388153144558,19.262004980045564,58045100
2011-04-19,19.300369262695312,19.315717820393793,19.085495309792666,19.185258007394747,38892400
2011-04-20,19.768491744995117,19.95267006223095,19.576639148242897,19.599661986792057,61608600
2011-04-21,19.584312438964844,19.868253448139477,19.46152690034029,19.791513584288438,46892300
2011-04-25,19.653369903564453,19.66104417895106,19.446168859281137,19.614998526631414,33525100
2011-04-26,20.098480224609375,20.290332838343318,19.699426436750144,19.753144934400563,69200000
2011-04-27,20.244279861450195,20.251954138880176,20.052427316856882,20.182887105729083,52689000
2011-04-28,20.49753189086914,20.620318906339683,20.259635067315884,20.305679283292818,80200000
2011-04-29,19.891277313232422,20.443812265590296,19.461527905842967,20.374745213580667,319317900
2011-05-02,19.691747665405273,19.95266727767235,19.553613580826358,19.90662307071903,89825600
2011-05-03,19.80686378479004,19.83756090611941,19.56129266903232,19.645708288968777,71892900
2011-05-04,19.99871063232422,20.144518989134482,19.79151097800519,19.83755518299621,73292300
2011-05-05,19.791521072387695,20.014069396450953,19.707105433750097,19.991046550353527,55600000
2011-05-06,19.852907180786133,20.121499642894022,19.760817291121185,20.006388378602193,55993000
2011-05-09,19.822208404541016,19.921971101588724,19.699422871073523,19.799185568121228,38696400
2011-05-10,19.699426651000977,19.837560768586847,19.37711419787371,19.476876914063897,120798700
2011-05-11,19.46153450012207,19.691757109015896,19.34642173195551,19.684082826890148,78600000
2011-05-12,19.430830001831055,19.484548492617115,19.262000250257856,19.45385283947612,77400000
2011-05-13,19.20827865600586,19.43082686240819,19.146885895923955,19.400131214226665,66812300
2011-05-16,18.855274200439453,19.238979418889485,18.801555704051527,19.154563802440318,91350900
2011-05-17,18.940231323242188,19.07927077489946,18.74712130112099,18.847537864366494,82882100
2011-05-18,19.071548461914062,19.110169881599475,18.73167437009407,18.947958150945468,53931100
2011-05-19,19.094728469848633,19.21831883094953,18.924792091663228,19.19514655906394,37783600
2011-05-20,18.917068481445312,19.210596709119528,18.878447044110313,19.09472945048774,45451500
2011-05-23,18.669885635375977,18.73168081211227,18.561744444415766,18.70078248708751,52692500
2011-05-24,18.654438018798828,18.76258069203429,18.569470564565748,18.69306092828055,47691800
2011-05-25,18.685335159301758,18.778027189542442,18.662161415084956,18.669885996490557,34904200
2011-05-26,19.05610466003418,19.33418367451816,18.78575022632066,18.808923968632037,78016600
2011-05-27,19.12563133239746,19.23377255567796,19.040662386497832,19.063836137192368,50251000
2011-05-31,19.318737030029297,19.35735846560047,19.0792808881987,19.280114121144795,60196300
2011-06-01,18.87071990966797,19.38825505585135,18.824373896471705,19.30328613723054,74033500
2011-06-02,18.708507537841797,19.04065717362728,18.677610685354892,18.917066817053136,51487800
2011-06-03,18.46904945373535,18.646710388365555,18.414978862614255,18.577190635977544,60697700
2011-06-06,18.546297073364258,18.73168262148027,18.36091152524824,18.453603562649565,54778700
2011-06-07,18.584918975830078,18.66988790667189,18.46132860732203,18.608092722417865,41112600
2011-06-08,18.492225646972656,18.554020826918805,18.43043046702651,18.46132732034293,42205000
2011-06-09,18.507671356201172,18.56946800284687,18.39953017119749,18.546294260354735,42878700
2011-06-10,18.314552307128906,18.554009775945858,18.299104626328155,18.554009775945858,49327200
2011-06-13,18.56946563720703,18.68533138828082,18.306835815672873,18.376355560979736,47572500
2011-06-14,18.708507537841797,18.886169964566236,18.685335266804934,18.770302716128867,42894500
2011-06-15,18.337739944458008,18.546299263206546,18.283669337370657,18.538574680292133,49410200
2011-06-16,18.538576126098633,18.615820487953442,18.26822159626363,18.34546595811844,57184100
2011-06-17,18.739404678344727,18.770301528877354,18.52312083136364,18.708506354498926,83320400
2011-06-20,18.90161895751953,19.04838306856396,18.66216280930952,18.669887391292214,54338400
2011-06-21,19.12563133239746,19.202875694732246,18.847552217317705,18.94024574678218,49708700
2011-06-22,19.040658950805664,19.164249318915232,18.994312931092924,19.00203751326395,44287300
2011-06-23,19.02520179748535,19.04065095534006,18.693053743485894,18.878439217804004,59470400
2011-06-24,18.770301818847656,18.955688818160038,18.68533437358544,18.932515074917692,101387200
